Testtaker ID,Country,Region,Gender,Age,Year,Highest Level of Education,School/University,First-generation university,Employment Status,Role Applied,Department / Interest,Past Test Taker,Prepared with Online Materials,Desired Office,Ecosystem %,Time Spent on Ecosystem,Redrock %,Time Spent on Redrock,Seawolf %,Time Spent on Seawolf,Total Product Score,Process Score,Resume Score,Total Assessment Score,Status
MCK2039,Mexico,North America,Non-Binary,24,2021,MBA,Instituto Politécnico Nacional  ,Yes,Self Employed,Finance Analyst,Finance,Yes,Yes,South Korea,67,18,48,20,97,15,70.67,78,92,80.22,Pass
MCK2040,Philippines,Asia Pacific,Female,18,2020,High School,University of La Salle  ,Yes,Self Employed,Accountant,Finance,Yes,Yes,United Arab Emirates,69,19,72,25,74,16,71.67,73,100,81.56,Pass
MCK2041,Argentina,Central and South America,Female,25,2023,MBA,National Technological University (UTN)  ,Yes,Employed,Business Presentation Designer,Visual Graphics & Media,No,Yes,Australia,71,21,43,18,82,27,65.33,96,88,83.11,Pass
MCK2042,Vietnam,Asia Pacific,Non-Binary,23,2022,Undergraduate,Hanoi Law University  ,Yes,Self Employed,Finance Analyst,Finance,Yes,Yes,Ethiopia,40,20,73,23,72,20,61.67,88,73,74.22,Fail
MCK2043,Belgium,Europe,Female,32,2024,MBA,Université catholique de Louvain (UCLouvain)  ,No,Employed,Consultant,Consulting,Yes,Yes,Greece,84,20,60,22,51,16,65,68,100,77.67,Pass
MCK2044,United States,North America,Male,29,2023,MBA,Johns Hopkins University,No,Self Employed,Junior Associate,Consulting,Yes,Yes,Germany,81,20,73,21,63,18,72.33,95,93,86.78,Pass
MCK2045,South Africa,Africa,Non-Binary,26,2021,Masters,University of Cape Town Business School  ,Yes,Unemployed,Communications Specialist - Sustainability,Communications,No,No,Portugal,85,33,64,35,77,30,75.33,70,96,80.44,Pass
MCK2046,Austria,Europe,Non-Binary,38,2019,Post-Ph.D.,Medical University of Vienna  ,Yes,Employed,Accountant,Finance,Yes,Yes,Pakistan,62,20,79,18,74,18,71.67,72,84,75.89,Pass
MCK2047,Poland,Europe,Male,24,2020,Undergraduate,Medical University of Warsaw  ,No,Unemployed,Office Services Administrator,Global Administration,No,Yes,Spain,87,30,54,23,85,26,75.33,60,89,74.78,Fail
MCK2048,Azerbaijan,Asia Pacific,Female,20,2023,Undergraduate,Baku Higher Oil School  ,Yes,Self Employed,Consultant,Consulting,No,No,Switzerland,69,32,47,34,97,33,71,92,67,76.67,Pass
MCK2049,Malaysia,Asia Pacific,Male,24,2018,Medical Doctor,Universiti Putra Malaysia  ,No,Self Employed,Office Services Administrator,Global Administration,No,Yes,South Africa,39,23,100,15,81,30,73.33,77,72,74.11,Fail
MCK2050,Colombia,Central and South America,Non-Binary,29,2018,Masters,Pontificia Universidad Javeriana  ,No,Employed,Senior Service Designer,Visual Graphics & Media,Yes,No,Vietnam,70,24,65,22,81,21,72,95,79,82,Pass
MCK2051,Peru,Central and South America,Non-Binary,25,2021,Ph.D.,University of the North  ,Yes,Student,Director of Public Affairs - US Federal,Communications,Yes,Yes,Norway,70,16,91,25,92,19,84.33,64,67,71.78,Fail
MCK2052,United States,North America,Female,25,2021,Masters,Stanford University  ,No,Employed,Finance Analyst,Finance,No,No,Greater China,100,31,42,35,73,32,71.67,63,73,69.22,Fail
MCK2053,Qatar,Middle East,Female,29,2025,MBA,Qatar University College of Hospitality and Tourism  ,Yes,Employed,Senior Service Designer,Visual Graphics & Media,Yes,Yes,United Kingdom,54,16,44,20,65,16,54.33,72,80,68.78,Fail
MCK2054,Kazakhstan,Asia Pacific,Non-Binary,23,2024,Ph.D.,Kazakh Ablai Khan University of International Relations and World Languages  ,Yes,Unemployed,Finance Analyst,Finance,No,Yes,Italy,70,22,66,22,68,22,68,72,73,71,Fail
MCK2055,Turkey,Europe,Non-Binary,25,2021,Masters,Bilkent University Faculty of Arts  ,No,Student,Executive Assistant,Global Administration,No,Yes,Croatia,87,15,65,25,95,25,82.33,64,82,76.11,Pass
MCK2056,Hungary,Europe,Female,28,2022,Masters,University of Tartu  ,Yes,Unemployed,Data Analyst,Analytics,Yes,Yes,Romania,87,16,42,24,68,17,65.67,89,62,72.22,Fail
MCK2057,Belgium,Europe,Non-Binary,26,2020,Masters,Ghent University  ,Yes,Employed,Junior Associate,Consulting,Yes,No,Austria,74,29,67,26,86,21,75.67,72,100,82.56,Pass
MCK2058,Ukraine,Europe,Female,27,2018,MBA,Vinnytsia National Technical University  ,No,Self Employed,Communications Specialist - Sustainability,Communications,Yes,Yes,Chile,79,18,69,24,53,15,67,77,97,80.33,Pass
MCK2059,Kazakhstan,Asia Pacific,Non-Binary,34,2025,Ph.D.,Atyrau State University  ,No,Student,Office Services Administrator,Global Administration,No,Yes,Japan,68,15,31,16,77,20,58.67,91,64,71.22,Fail
MCK2060,Ecuador,Central and South America,Female,20,2023,Undergraduate,Escuela Politécnica Nacional  ,No,Self Employed,Business Presentation Designer,Visual Graphics & Media,Yes,Yes,Panama,88,16,40,20,72,16,66.67,64,67,65.89,Fail
MCK2061,Dominican Republic,Central and South America,Non-Binary,28,2019,Masters,Universidad Instituto Tecnológico de Las Américas  ,No,Self Employed,Director of Public Affairs - US Federal,Communications,Yes,No,India,73,25,85,27,57,20,71.67,76,65,70.89,Fail
MCK2062,Portugal,Europe,Non-Binary,30,2022,Masters,University of Lisbon Faculty of Sciences  ,No,Unemployed,Consultant,Consulting,Yes,Yes,Ireland,89,16,77,22,67,15,77.67,83,74,78.22,Pass
MCK2063,Czech Republic,Europe,Female,33,2020,Medical Doctor,Západočeská univerzita v Plzni  ,Yes,Student,Junior Associate,Consulting,Yes,No,Ecuador,79,23,76,25,54,27,69.67,82,64,71.89,Fail
MCK2064,Dominican Republic,Central and South America,Non-Binary,31,2020,MBA,Universidad Nacional Evangélica  ,No,Self Employed,Office Services Administrator,Global Administration,Yes,Yes,Luxembourg,69,16,63,23,100,20,77.33,96,97,90.11,Pass
MCK2065,India,Asia Pacific,Female,24,2020,Medical Doctor,Delhi University,Yes,Employed,Accountant,Finance,No,Yes,Egypt,69,20,56,19,93,28,72.67,72,93,79.22,Pass
MCK2066,Spain,Europe,Male,30,2019,Ph.D.,University of Lleida Faculty of Law  ,No,Student,Accountant,Finance,No,Yes,Pakistan,85,18,93,15,86,26,88,69,79,78.67,Pass
MCK2067,Germany,Europe,Male,25,2021,Undergraduate,Technische Universität Dortmund  ,No,Unemployed,Communications Specialist - Sustainability,Communications,Yes,No,Bahrain,73,27,56,21,58,24,62.33,76,78,72.11,Fail
MCK2068,Ethiopia,Africa,Male,29,2022,Masters,Bahir Dar University  ,Yes,Student,Executive Assistant,Global Administration,Yes,No,India,55,18,65,20,79,29,66.33,79,87,77.44,Pass
MCK2069,Ireland,Europe,Female,29,2023,Ph.D.,Royal College of Surgeons in Ireland  ,Yes,Student,Accountant,Finance,Yes,No,Mexico,86,27,58,25,99,20,81,72,70,74.33,Fail
MCK2070,South Africa,Africa,Female,18,2022,Undergraduate,University of Pretoria Business School  ,Yes,Employed,Data Analyst,Analytics,No,Yes,United Arab Emirates,55,24,38,25,58,16,50.33,64,72,62.11,Fail
MCK2071,Poland,Europe,Female,23,2018,Undergraduate,University of Social Sciences in Warsaw  ,Yes,Unemployed,Junior Associate,Consulting,Yes,No,Switzerland,75,25,44,22,90,17,69.67,96,74,79.89,Pass
MCK2072,Sri Lanka,Asia Pacific,Female,28,2024,MBA,University of Music and Arts Sri Lanka  ,No,Unemployed,Communications Specialist - Sustainability,Communications,Yes,Yes,Philippines,64,15,46,25,86,18,65.33,81,93,79.78,Pass
MCK2073,Costa Rica,Central and South America,Non-Binary,23,2025,Masters,Universidad Fidélitas  ,No,Unemployed,Communications Specialist - Sustainability,Communications,No,No,Brazil,78,32,72,35,69,31,73,71,96,80,Pass
MCK2074,Peru,Central and South America,Non-Binary,18,2020,High School,University of Cajamarca  ,No,Student,Director of Public Affairs - US Federal,Communications,No,Yes,Japan,79,29,38,30,68,26,61.67,77,88,75.56,Pass
MCK2075,Ireland,Europe,Male,19,2024,Undergraduate,Griffith College Dublin  ,Yes,Employed,Data Analyst,Analytics,No,No,Finland,59,35,89,33,89,35,79,98,86,87.67,Pass
MCK2076,Angola,Africa,Male,18,2021,Undergraduate,Higher Polytechnic Institute of Technology and Sciences (ISPTEC)  ,Yes,Student,Consultant,Consulting,Yes,No,Switzerland,65,27,57,25,68,25,63.33,78,78,73.11,Fail
MCK2077,Morocco,Africa,Non-Binary,30,2023,Masters,Ibn Tofail University  ,Yes,Unemployed,Data Analyst,Analytics,Yes,Yes,Kenya,100,17,66,19,64,19,76.67,61,93,76.89,Pass
MCK2078,Denmark,Europe,Non-Binary,24,2018,Undergraduate,Designskolen Kolding  ,No,Self Employed,Accountant,Finance,No,Yes,Finland,77,22,37,19,69,20,61,66,83,70,Fail
MCK2079,Norway,Europe,Male,28,2021,MBA,BI Norwegian Business School  ,No,Self Employed,Senior Service Designer,Visual Graphics & Media,No,Yes,Panama,59,18,32,25,100,24,63.67,90,79,77.56,Pass
MCK2080,Colombia,Central and South America,Non-Binary,23,2023,Undergraduate,Universidad del Rosario  ,No,Employed,Executive Assistant,Global Administration,Yes,No,Kenya,75,28,48,25,45,23,56,64,72,64,Fail
MCK2081,Kenya,Africa,Female,28,2022,MBA,Kirinyaga University  ,Yes,Unemployed,Business Presentation Designer,Visual Graphics & Media,Yes,Yes,Argentina,72,16,58,20,81,15,70.33,69,75,71.44,Fail
MCK2082,Turkey,Europe,Non-Binary,17,2020,High School,University of Koç  ,Yes,Self Employed,Communications Specialist - Sustainability,Communications,No,Yes,Australia,61,26,52,19,56,16,56.33,87,67,70.11,Fail
MCK2083,Kenya,Africa,Non-Binary,18,2024,Undergraduate,Tharaka University  ,No,Self Employed,Consultant,Consulting,No,Yes,Philippines,72,22,30,27,58,21,53.33,100,90,81.11,Pass
MCK2084,Bahrain,Middle East,Male,34,2022,Ph.D.,Bahrain Institute of Banking and Finance (BIBF)  ,Yes,Student,Data Engineer,Analytics,No,Yes,Thailand,84,15,42,23,85,22,70.33,85,98,84.44,Pass
MCK2085,Indonesia,Asia Pacific,Female,31,2020,Post-Ph.D.,Universitas Lambung Mangkurat  ,Yes,Student,Consultant,Consulting,Yes,Yes,United Arab Emirates,88,15,74,19,70,18,77.33,79,80,78.78,Pass
MCK2086,Greece,Europe,Non-Binary,25,2023,Undergraduate,University of Thessaly  ,Yes,Self Employed,Communications Specialist - Sustainability,Communications,No,Yes,Morocco,74,20,65,21,90,22,76.33,84,70,76.78,Pass
MCK2087,Luxembourg,Europe,Female,24,2024,Ph.D.,Jack Welch College of Business and Technology  ,Yes,Self Employed,Data Analyst,Analytics,Yes,Yes,Greater China,93,20,35,21,57,20,61.67,87,76,74.89,Fail
MCK2088,Ethiopia,Africa,Male,27,2025,Masters,Jigjiga University  ,Yes,Self Employed,Business Presentation Designer,Visual Graphics & Media,Yes,Yes,Greater China,59,19,71,18,60,15,63.33,62,65,63.44,Fail
MCK2089,United States,North America,Female,27,2018,Ph.D.,Yale University  ,No,Employed,Office Services Administrator,Global Administration,Yes,Yes,India,72,20,86,25,87,15,81.67,90,77,82.89,Pass
MCK2090,Egypt,Middle East,Female,24,2025,MBA,British University in Egypt  ,Yes,Unemployed,Finance Analyst,Finance,Yes,Yes,Egypt,96,16,49,24,28,16,57.67,72,61,63.56,Fail
MCK2091,Greece,Europe,Female,22,2025,Masters,University of Patras  ,Yes,Self Employed,Data Analyst,Analytics,Yes,No,Qatar,69,25,38,22,41,18,49.33,93,87,76.44,Pass
MCK2092,Singapore,Asia Pacific,Female,23,2024,Undergraduate,UniSIM (Singapore Institute of Management)  ,Yes,Employed,Consultant,Consulting,No,Yes,Philippines,92,23,47,21,58,24,65.67,97,63,75.22,Pass
MCK2093,Chile,Central and South America,Female,20,2024,Undergraduate,Universidad Mayor  ,Yes,Employed,Office Services Administrator,Global Administration,Yes,Yes,Peru,70,15,85,18,68,17,74.33,79,81,78.11,Pass
MCK2094,Canada,North America,Non-Binary,23,2021,Masters,Ryerson University  ,No,Unemployed,Business Presentation Designer,Visual Graphics & Media,No,No,Sweden,89,33,55,35,46,34,63.33,61,91,71.78,Fail
MCK2095,Brazil,Central and South America,Female,29,2019,Masters,Universidade de São Paulo,No,Student,Data Analyst,Analytics,No,No,Germany,57,30,60,33,72,33,63,79,90,77.33,Pass
MCK2096,Philippines,Asia Pacific,Male,22,2024,Undergraduate,Adamson University  ,No,Unemployed,Communications Specialist - Sustainability,Communications,Yes,No,Norway,83,26,68,27,84,28,78.33,85,89,84.11,Pass
MCK2097,Ireland,Europe,Non-Binary,21,2022,Undergraduate,Institute of Technology Carlow  ,Yes,Employed,Consultant,Consulting,No,No,Luxembourg,63,35,87,33,99,31,83,85,96,88,Pass
MCK2098,Netherlands,Europe,Female,31,2024,MBA,University of Groningen  ,Yes,Unemployed,Director of Public Affairs - US Federal,Communications,No,No,Pakistan,67,33,48,34,43,35,52.67,76,63,63.89,Fail
MCK2099,Peru,Central and South America,Non-Binary,22,2024,Masters,National University of Huancayo  ,Yes,Employed,Communications Specialist - Sustainability,Communications,Yes,No,Kazakhstan,78,28,67,25,61,20,68.67,99,69,78.89,Pass
MCK2100,Ukraine,Europe,Non-Binary,25,2024,Masters,Kryvyi Rih National University  ,Yes,Employed,Junior Associate,Consulting,No,No,Egypt,79,33,39,35,85,31,67.67,72,95,78.22,Pass
MCK2101,Guatemala,Central and South America,Non-Binary,22,2020,Masters,Universidad del Valle de Quetzaltenango  ,No,Self Employed,Junior Associate,Consulting,No,Yes,Kazakhstan,67,23,64,17,73,22,68,80,62,70,Fail
MCK2102,Brazil,Central and South America,Non-Binary,31,2023,Medical Doctor,Universidade de São Paulo,No,Student,Accountant,Finance,Yes,Yes,Kenya,46,18,73,25,58,18,59,74,86,73,Fail
MCK2103,United States,North America,Female,21,2025,Undergraduate,Columbia University  ,No,Self Employed,Data Analyst,Analytics,Yes,No,Hungary,78,24,39,29,63,30,60,72,92,74.67,Fail
MCK2104,Denmark,Europe,Male,16,2019,High School,Det Kongelige Danske Musikkonservatorium  ,Yes,Employed,Accountant,Finance,Yes,No,Ethiopia,80,30,44,26,55,28,59.67,90,93,80.89,Pass
MCK2105,Luxembourg,Europe,Non-Binary,32,2024,MBA,University of Luxembourg  ,No,Employed,Executive Assistant,Global Administration,Yes,Yes,Ukraine,77,16,57,21,75,15,69.67,62,88,73.22,Fail
MCK2106,Denmark,Europe,Female,25,2019,Masters,Det Jyske Musikkonservatorium  ,Yes,Self Employed,Data Engineer,Analytics,Yes,No,Panama,69,22,70,29,61,28,66.67,76,65,69.22,Fail
MCK2107,Austria,Europe,Female,25,2023,Undergraduate,Medical University of Graz  ,No,Student,Finance Analyst,Finance,Yes,Yes,Chile,84,17,46,20,61,17,63.67,64,69,65.56,Fail
MCK2108,Angola,Africa,Non-Binary,27,2023,Masters,Kimpa Vita University  ,No,Self Employed,Data Analyst,Analytics,Yes,No,Bahrain,86,26,52,30,52,29,63.33,62,66,63.78,Fail
MCK2109,United States,North America,Non-Binary,30,2025,Masters,"University of California, Los Angeles (UCLA)",Yes,Unemployed,Executive Assistant,Global Administration,Yes,No,Chile,100,28,59,21,77,16,78.67,65,60,67.89,Fail
MCK2110,Canada,North America,Male,23,2021,Undergraduate,Carleton University  ,Yes,Self Employed,Senior Service Designer,Visual Graphics & Media,Yes,No,Portugal,41,16,80,28,100,28,73.67,72,95,80.22,Pass
MCK2111,Croatia,Europe,Male,30,2020,MBA,Veleučilište Nikola Tesla u Gospiću  ,No,Student,Business Presentation Designer,Visual Graphics & Media,No,No,Croatia,94,33,81,35,64,30,79.67,83,91,84.56,Pass
MCK2112,Thailand,Asia Pacific,Male,19,2021,Undergraduate,Rajamangala University of Technology Krungthep  ,No,Self Employed,Data Engineer,Analytics,Yes,Yes,Brazil,79,17,67,24,60,16,68.67,77,67,70.89,Fail
MCK2113,Ireland,Europe,Male,30,2024,Masters,Technological University of the Shannon  ,Yes,Student,Senior Service Designer,Visual Graphics & Media,No,No,Italy,73,33,45,35,64,33,60.67,96,84,80.22,Pass
MCK2114,Ukraine,Europe,Non-Binary,23,2024,Undergraduate,Mykolaiv National Agrarian University  ,Yes,Employed,Consultant,Consulting,No,No,Singapore,88,30,34,34,84,31,68.67,100,100,89.56,Pass
MCK2115,Denmark,Europe,Non-Binary,28,2022,Masters,Det Fynske Musikkonservatorium  ,Yes,Student,Director of Public Affairs - US Federal,Communications,Yes,Yes,Qatar,51,17,61,20,72,20,61.33,84,79,74.78,Fail
MCK2116,New Zealand,Asia Pacific,Non-Binary,17,2018,High School,Victoria University of Wellington  ,No,Unemployed,Office Services Administrator,Global Administration,No,Yes,Mexico,84,22,57,26,54,19,65,84,71,73.33,Fail
MCK2117,Turkey,Europe,Male,33,2020,Ph.D.,Anadolu University  ,No,Self Employed,Director of Public Affairs - US Federal,Communications,No,Yes,Norway,78,19,93,26,70,15,80.33,99,65,81.44,Pass
MCK2118,Bahrain,Middle East,Non-Binary,26,2024,MBA,Gulf University  ,Yes,Student,Senior Service Designer,Visual Graphics & Media,No,No,Australia,62,33,53,35,72,34,62.33,99,75,78.78,Pass
MCK2119,Argentina,Central and South America,Male,21,2024,Undergraduate,Pontifical Catholic University of Argentina  ,No,Unemployed,Data Engineer,Analytics,No,Yes,India,71,30,54,21,90,18,71.67,64,65,66.89,Fail
MCK2120,Thailand,Asia Pacific,Male,26,2025,Medical Doctor,Bangkok University International College  ,Yes,Unemployed,Director of Public Affairs - US Federal,Communications,Yes,Yes,Kuwait,83,17,58,19,68,19,69.67,98,74,80.56,Pass
MCK2121,United States,North America,Non-Binary,25,2022,Masters,"University of Michigan, Ann Arbor",Yes,Employed,Business Presentation Designer,Visual Graphics & Media,Yes,No,Czech Republic,78,28,68,29,89,20,78.33,75,68,73.78,Fail
MCK2122,Netherlands,Europe,Female,20,2024,Undergraduate,Vrije Universiteit Amsterdam  ,No,Unemployed,Senior Service Designer,Visual Graphics & Media,No,No,Pakistan,69,35,45,34,62,33,58.67,73,73,68.22,Fail
MCK2123,Qatar,Middle East,Non-Binary,26,2020,MBA,University of Qatar College of Law  ,Yes,Student,Accountant,Finance,No,Yes,Portugal,62,15,37,21,91,17,63.33,78,64,68.44,Fail
MCK2124,Ukraine,Europe,Non-Binary,21,2024,Undergraduate,Zhytomyr State Technological University  ,Yes,Unemployed,Accountant,Finance,Yes,Yes,Peru,88,17,26,22,73,20,62.33,97,88,82.44,Pass
MCK2125,Ireland,Europe,Male,29,2020,MBA,Limerick Institute of Technology  ,Yes,Employed,Business Presentation Designer,Visual Graphics & Media,Yes,No,Ethiopia,69,27,53,27,33,17,51.67,74,69,64.89,Fail
MCK2126,Philippines,Asia Pacific,Non-Binary,31,2018,MBA,University of Santo Tomas  ,Yes,Unemployed,Communications Specialist - Sustainability,Communications,No,No,Finland,75,32,61,33,52,34,62.67,60,65,62.56,Fail
MCK2127,Greece,Europe,Non-Binary,27,2023,Medical Doctor,University of Aegean  ,Yes,Unemployed,Junior Associate,Consulting,No,No,Nigeria,99,34,72,33,54,30,75,71,93,79.67,Pass
MCK2128,Greater China,Asia Pacific,Non-Binary,30,2021,Masters,"Northeastern University, China  ",No,Employed,Executive Assistant,Global Administration,Yes,Yes,Australia,90,18,53,25,86,19,76.33,97,64,79.11,Pass
MCK2129,Chile,Central and South America,Female,22,2024,Masters,Universidad de Chile  ,Yes,Self Employed,Office Services Administrator,Global Administration,Yes,Yes,Malaysia,53,20,63,25,52,17,56,90,68,71.33,Fail
MCK2130,Portugal,Europe,Female,22,2018,Undergraduate,University of Porto Faculty of Fine Arts  ,No,Self Employed,Data Analyst,Analytics,No,No,Chile,62,34,31,34,51,33,48,95,98,80.33,Pass
MCK2131,Kuwait,Middle East,Non-Binary,25,2021,Undergraduate,Arab Open University - Kuwait  ,No,Unemployed,Communications Specialist - Sustainability,Communications,Yes,Yes,Norway,56,19,40,20,73,16,56.33,91,96,81.11,Pass
MCK2132,Kazakhstan,Asia Pacific,Male,31,2020,Post-Ph.D.,Taraz State University  ,Yes,Employed,Data Engineer,Analytics,Yes,No,Dominican Republic,49,26,64,22,85,27,66,88,80,78,Pass
MCK2133,Netherlands,Europe,Female,32,2018,Ph.D.,Maastricht University  ,No,Unemployed,Junior Associate,Consulting,Yes,No,New Zealand,62,15,59,20,65,23,62,100,87,83,Pass
MCK2134,Ethiopia,Africa,Non-Binary,22,2018,Masters,Haromaya University  ,Yes,Employed,Communications Specialist - Sustainability,Communications,No,Yes,Norway,69,23,22,28,53,19,48,88,66,67.33,Fail
MCK2135,Romania,Europe,Female,24,2018,Masters,West University of Timișoara Faculty of Philosophy  ,No,Unemployed,Consultant,Consulting,No,Yes,Kazakhstan,97,30,65,20,66,22,76,97,91,88,Pass
MCK2136,Uruguay,Central and South America,Male,25,2022,Undergraduate,Catholic University of Uruguay  ,Yes,Employed,Senior Service Designer,Visual Graphics & Media,No,No,Finland,45,33,69,34,56,30,56.67,96,94,82.22,Pass
MCK2137,Czech Republic,Europe,Female,29,2024,MBA,Technická univerzita v Liberci  ,Yes,Student,Data Analyst,Analytics,Yes,Yes,Saudi Arabia,56,19,43,22,78,20,59,94,96,83,Pass
MCK2138,Egypt,Middle East,Non-Binary,33,2022,Law,American University  ,Yes,Self Employed,Finance Analyst,Finance,Yes,No,Philippines,74,19,73,28,87,15,78,93,70,80.33,Pass
MCK2139,Costa Rica,Central and South America,Male,22,2020,Masters,Universidad Internacional de las Américas  ,No,Unemployed,Communications Specialist - Sustainability,Communications,Yes,Yes,Czech Republic,64,16,59,24,65,19,62.67,95,62,73.22,Fail
MCK2140,United States,North America,Female,27,2021,Masters,University of Pennsylvania  ,No,Self Employed,Junior Associate,Consulting,No,No,Morocco,55,33,42,33,68,33,55,64,75,64.67,Fail
MCK2141,New Zealand,Asia Pacific,Non-Binary,19,2025,Undergraduate,University of Canterbury  ,Yes,Self Employed,Junior Associate,Consulting,No,No,Poland,74,34,59,35,69,33,67.33,77,68,70.78,Fail
MCK2142,Sri Lanka,Asia Pacific,Male,27,2022,Medical Doctor,Asia Pacific University Sri Lanka  ,No,Employed,Data Analyst,Analytics,Yes,No,France,63,24,92,29,73,26,76,89,64,76.33,Pass
MCK2143,India,Asia Pacific,Female,28,2022,MBA,IIM Ahmedabad,No,Student,Executive Assistant,Global Administration,No,Yes,Peru,66,25,66,17,57,21,63,64,74,67,Fail
MCK2144,South Korea,Asia Pacific,Male,32,2019,Medical Doctor,Kyonggi University  ,No,Self Employed,Director of Public Affairs - US Federal,Communications,Yes,No,Norway,75,18,66,20,78,16,73,91,68,77.33,Pass
MCK2145,Sweden,Europe,Male,28,2023,Masters,Stockholm University Faculty of Social Sciences  ,Yes,Self Employed,Executive Assistant,Global Administration,No,No,Morocco,56,30,100,34,88,34,81.33,78,78,79.11,Pass
MCK2146,Ireland,Europe,Male,26,2020,MBA,Waterford Institute of Technology  ,No,Unemployed,Business Presentation Designer,Visual Graphics & Media,Yes,Yes,Malaysia,100,18,56,24,74,17,76.67,98,90,88.22,Pass
MCK2147,Sri Lanka,Asia Pacific,Non-Binary,21,2020,Undergraduate,Institute of Higher Education Sri Lanka  ,No,Employed,Data Engineer,Analytics,No,Yes,Dominican Republic,76,21,52,30,81,26,69.67,97,97,87.89,Pass
MCK2148,Chile,Central and South America,Male,20,2021,Undergraduate,Pontificia Universidad Católica de Chile  ,Yes,Self Employed,Director of Public Affairs - US Federal,Communications,No,No,Switzerland,62,32,70,34,63,34,65,99,68,77.33,Pass
MCK2149,Argentina,Central and South America,Female,31,2024,MBA,Austral University  ,Yes,Self Employed,Finance Analyst,Finance,No,No,Israel,81,35,82,33,68,31,77,65,80,74,Fail
MCK2150,Belgium,Europe,Female,25,2024,Undergraduate,Université libre de Bruxelles (ULB)  ,Yes,Student,Finance Analyst,Finance,Yes,No,Singapore,87,24,52,29,52,23,63.67,77,89,76.56,Pass
MCK2151,Argentina,Central and South America,Female,23,2023,Undergraduate,University of Belgrano  ,No,Self Employed,Business Presentation Designer,Visual Graphics & Media,No,Yes,Kazakhstan,100,24,71,22,68,21,79.67,74,85,79.56,Pass
MCK2152,Colombia,Central and South America,Non-Binary,28,2018,Masters,Universidad Externado de Colombia  ,Yes,Employed,Office Services Administrator,Global Administration,Yes,No,Ukraine,85,30,45,30,77,17,69,96,76,80.33,Pass
MCK2153,Austria,Europe,Female,30,2019,MBA,Medical University of Innsbruck  ,No,Student,Business Presentation Designer,Visual Graphics & Media,No,No,India,78,34,70,34,95,30,81,69,84,78,Pass
MCK2154,Peru,Central and South America,Male,25,2023,Masters,University of Tacna  ,Yes,Unemployed,Accountant,Finance,No,No,Kuwait,97,31,39,35,40,35,58.67,63,80,67.22,Fail
MCK2155,Ukraine,Europe,Male,24,2022,Undergraduate,Pryazovskyi State Technical University  ,No,Unemployed,Finance Analyst,Finance,Yes,No,Greater China,79,29,63,24,53,22,65,100,99,88,Pass
MCK2156,Belgium,Europe,Female,26,2025,MBA,Vrije Universiteit Brussel (VUB)  ,Yes,Student,Office Services Administrator,Global Administration,No,No,South Africa,61,30,48,35,90,33,66.33,95,93,84.78,Pass
MCK2157,Kuwait,Middle East,Male,24,2020,Law,Box Hill College Kuwait  ,No,Unemployed,Director of Public Affairs - US Federal,Communications,No,Yes,Ecuador,68,27,37,23,69,16,58,97,88,81,Pass
MCK2158,Portugal,Europe,Male,26,2025,MBA,University of Coimbra Faculty of Pharmacy  ,Yes,Unemployed,Junior Associate,Consulting,No,Yes,New Zealand,75,15,45,27,79,29,66.33,71,83,73.44,Fail
MCK2159,Denmark,Europe,Male,26,2019,Masters,Kunstakademiets Arkitektskole  ,No,Unemployed,Director of Public Affairs - US Federal,Communications,Yes,Yes,United Arab Emirates,92,15,55,20,47,18,64.67,91,73,76.22,Pass
MCK2160,Malaysia,Asia Pacific,Female,28,2020,MBA,Universiti Teknologi Malaysia  ,No,Employed,Finance Analyst,Finance,No,Yes,Austria,71,19,65,29,38,26,58,92,65,71.67,Fail
MCK2161,Austria,Europe,Male,29,2018,MBA,BOKU  ,No,Student,Consultant,Consulting,Yes,Yes,Spain,82,17,54,25,71,15,69,83,99,83.67,Pass
MCK2162,Uruguay,Central and South America,Non-Binary,31,2023,Law,ORT Uruguay University  ,Yes,Employed,Director of Public Affairs - US Federal,Communications,Yes,Yes,Mexico,71,20,49,22,68,17,62.67,84,94,80.22,Pass
MCK2163,Saudi Arabia,Middle East,Non-Binary,24,2020,Masters,King Abdulaziz University Faculty of Medicine  ,Yes,Self Employed,Communications Specialist - Sustainability,Communications,Yes,Yes,United States,67,15,55,22,57,15,59.67,73,72,68.22,Fail
MCK2164,Peru,Central and South America,Non-Binary,31,2023,MBA,University of Arequipa  ,Yes,Unemployed,Data Engineer,Analytics,Yes,No,Saudi Arabia,83,24,79,25,57,23,73,97,62,77.33,Pass
MCK2165,United States,North America,Female,30,2019,Masters,Cornell University  ,Yes,Unemployed,Junior Associate,Consulting,Yes,No,Pakistan,73,27,44,30,76,23,64.33,88,80,77.44,Pass
MCK2166,United Arab Emirates,Middle East,Non-Binary,27,2021,Medical Doctor,Institute of Management Technology - Dubai,No,Self Employed,Data Analyst,Analytics,Yes,Yes,Argentina,78,18,51,18,69,18,66,100,97,87.67,Pass
MCK2167,Bahrain,Middle East,Female,25,2018,Masters,Applied Science University  ,No,Unemployed,Business Presentation Designer,Visual Graphics & Media,Yes,No,Switzerland,88,16,36,30,51,19,58.33,73,87,72.78,Fail
MCK2168,United States,North America,Male,28,2024,MBA,Brown University  ,No,Unemployed,Accountant,Finance,Yes,No,Denmark,84,27,61,21,69,19,71.33,64,76,70.44,Fail
